Id,Speed (km/h),Position,Distance
29.0,7.2,81.0,2.0
16.0,18.0,68.0,5.0
3.0,10.8,82.0,3.0
26.0,25.2,116.0,7.0
1.0,50.4,105.0,14.0
21.0,7.2,72.0,2.0
29.0,7.2,82.0,2.0
3.0,7.2,83.0,2.0
26.0,25.2,116.0,7.0
1.0,28.8,99.0,8.0
21.0,0.0,72.0,0.0
29.0,7.2,82.0,2.0
3.0,3.6,83.0,1.0
26.0,25.2,116.0,7.0
1.0,25.2,98.0,7.0
21.0,39.6,72.0,11.0
29.0,7.2,82.0,2.0
3.0,3.6,83.0,1.0
26.0,25.2,115.0,7.0
1.0,21.6,97.0,6.0
21.0,10.8,72.0,3.0
29.0,3.6,83.0,1.0
3.0,0.0,84.0,0.0
26.0,21.6,115.0,6.0
1.0,18.0,96.0,5.0
21.0,0.0,72.0,0.0
29.0,0.0,84.0,0.0
3.0,3.6,84.0,1.0
26.0,18.0,114.0,5.0
1.0,7.2,96.0,2.0
21.0,10.8,72.0,3.0
29.0,0.0,82.0,0.0
3.0,7.2,85.0,2.0
26.0,18.0,114.0,5.0
1.0,3.6,96.0,1.0
21.0,14.4,72.0,4.0
29.0,3.6,81.0,1.0
3.0,3.6,85.0,1.0
26.0,18.0,114.0,5.0
1.0,0.0,95.0,0.0
21.0,14.4,72.0,4.0
29.0,10.8,80.0,3.0
3.0,7.2,85.0,2.0
26.0,10.8,113.0,3.0
1.0,7.2,97.0,2.0
21.0,10.8,73.0,3.0
29.0,18.0,81.0,5.0
16.0,3.6,71.0,1.0
3.0,3.6,85.0,1.0
26.0,7.2,113.0,2.0
1.0,7.2,97.0,2.0
21.0,0.0,73.0,0.0
29.0,25.2,82.0,7.0
3.0,3.6,85.0,1.0
26.0,7.2,114.0,2.0
1.0,3.6,95.0,1.0
21.0,0.0,73.0,0.0
29.0,21.6,81.0,6.0
3.0,3.6,85.0,1.0
26.0,7.2,114.0,2.0
1.0,25.2,94.0,7.0
21.0,0.0,73.0,0.0
29.0,18.0,81.0,5.0
3.0,7.2,85.0,2.0
1.0,32.4,96.0,9.0
21.0,7.2,73.0,2.0
29.0,18.0,80.0,5.0
3.0,3.6,85.0,1.0
1.0,25.2,99.0,7.0
21.0,3.6,73.0,1.0
29.0,7.2,80.0,2.0
26.0,7.2,115.0,2.0
3.0,10.8,86.0,3.0
1.0,25.2,99.0,7.0
21.0,0.0,72.0,0.0
29.0,3.6,80.0,1.0
26.0,10.8,116.0,3.0
3.0,14.4,86.0,4.0
1.0,25.2,99.0,7.0
21.0,7.2,71.0,2.0
29.0,7.2,81.0,2.0
26.0,0.0,113.0,0.0
3.0,21.6,87.0,6.0
1.0,18.0,100.0,5.0
21.0,10.8,71.0,3.0
29.0,10.8,83.0,3.0
26.0,14.4,109.0,4.0
3.0,28.8,88.0,8.0
1.0,3.6,100.0,1.0
21.0,3.6,71.0,1.0
29.0,21.6,86.0,6.0
26.0,25.2,106.0,7.0
3.0,32.4,88.0,9.0
1.0,10.8,100.0,3.0
21.0,3.6,71.0,1.0
29.0,18.0,85.0,5.0
26.0,28.8,105.0,8.0
3.0,32.4,89.0,9.0
1.0,21.6,100.0,6.0
21.0,3.6,71.0,1.0
29.0,21.6,86.0,6.0
26.0,28.8,105.0,8.0
3.0,32.4,90.0,9.0
1.0,25.2,101.0,7.0
21.0,0.0,71.0,0.0
29.0,7.2,83.0,2.0
3.0,25.2,89.0,7.0
1.0,28.8,101.0,8.0
21.0,7.2,70.0,2.0
29.0,21.6,87.0,6.0
26.0,39.6,102.0,11.0
3.0,32.4,91.0,9.0
1.0,3.6,103.0,1.0
21.0,7.2,70.0,2.0
29.0,21.6,87.0,6.0
3.0,32.4,91.0,9.0
1.0,7.2,103.0,2.0
21.0,7.2,70.0,2.0
29.0,7.2,84.0,2.0
26.0,28.8,105.0,8.0
3.0,28.8,91.0,8.0
1.0,14.4,103.0,4.0
21.0,7.2,70.0,2.0
29.0,0.0,82.0,0.0
3.0,28.8,91.0,8.0
1.0,18.0,103.0,5.0
21.0,7.2,70.0,2.0
29.0,3.6,83.0,1.0
3.0,28.8,91.0,8.0
1.0,21.6,103.0,6.0
21.0,3.6,71.0,1.0
29.0,0.0,83.0,0.0
3.0,21.6,90.0,6.0
1.0,25.2,103.0,7.0
21.0,3.6,71.0,1.0
29.0,3.6,83.0,1.0
3.0,25.2,91.0,7.0
1.0,25.2,103.0,7.0
21.0,3.6,71.0,1.0
29.0,0.0,82.0,0.0
3.0,21.6,91.0,6.0
1.0,25.2,103.0,7.0
21.0,3.6,71.0,1.0
29.0,3.6,82.0,1.0
3.0,21.6,91.0,6.0
1.0,25.2,102.0,7.0
21.0,7.2,70.0,2.0
3.0,21.6,91.0,6.0
1.0,18.0,102.0,5.0
21.0,10.8,70.0,3.0
3.0,21.6,91.0,6.0
1.0,21.6,103.0,6.0
21.0,14.4,69.0,4.0
29.0,14.4,84.0,4.0
3.0,25.2,92.0,7.0
1.0,28.8,103.0,8.0
21.0,10.8,70.0,3.0
3.0,39.6,96.0,11.0
1.0,28.8,102.0,8.0
21.0,7.2,71.0,2.0
3.0,46.800000000000004,98.0,13.0
1.0,28.8,104.0,8.0
21.0,7.2,71.0,2.0
3.0,43.2,97.0,12.0
1.0,21.6,105.0,6.0
21.0,10.8,70.0,3.0
29.0,36.0,91.0,10.0
3.0,46.800000000000004,99.0,13.0
1.0,18.0,104.0,5.0
21.0,7.2,70.0,2.0
46.0,43.2,65.0,6.0
3.0,36.0,96.0,10.0
1.0,18.0,104.0,5.0
21.0,0.0,71.0,0.0
46.0,39.876923076923084,65.0,6.0
29.0,39.6,93.0,11.0
3.0,28.8,95.0,8.0
1.0,10.8,103.0,3.0
21.0,0.0,71.0,0.0
46.0,24.685714285714283,67.0,4.0
29.0,36.0,91.0,10.0
3.0,25.2,95.0,7.0
1.0,3.6,101.0,1.0
21.0,3.6,72.0,1.0
46.0,5.760000000000001,70.0,1.0
29.0,36.0,91.0,10.0
3.0,25.2,95.0,7.0
1.0,0.0,100.0,0.0
21.0,7.2,73.0,2.0
46.0,0.0,71.0,0.0
29.0,39.6,91.0,11.0
3.0,21.6,95.0,6.0
1.0,3.6,101.0,1.0
21.0,7.2,73.0,2.0
46.0,5.08235294117647,70.0,1.0
29.0,39.6,91.0,11.0
3.0,21.6,96.0,6.0
1.0,0.0,101.0,0.0
21.0,7.2,73.0,2.0
46.0,14.4,68.0,3.0
29.0,39.6,91.0,11.0
3.0,25.2,96.0,7.0
1.0,3.6,102.0,1.0
21.0,10.8,73.0,3.0
46.0,18.18947368421053,67.0,4.0
29.0,32.4,90.0,9.0
3.0,18.0,96.0,5.0
1.0,18.0,98.0,5.0
21.0,10.8,73.0,3.0
46.0,8.64,69.0,2.0
3.0,18.0,96.0,5.0
1.0,28.8,95.0,8.0
21.0,14.4,74.0,4.0
46.0,8.228571428571428,69.0,2.0
3.0,18.0,96.0,5.0
1.0,32.4,94.0,9.0
21.0,14.4,74.0,4.0
46.0,3.9272727272727277,70.0,1.0
3.0,21.6,97.0,6.0
1.0,36.0,93.0,10.0
21.0,14.4,74.0,4.0
46.0,11.269565217391303,68.0,3.0
3.0,21.6,97.0,6.0
1.0,39.6,92.0,11.0
21.0,10.8,74.0,3.0
46.0,18.0,66.0,5.0
29.0,21.6,89.0,6.0
3.0,25.2,97.0,7.0
1.0,46.800000000000004,90.0,13.0
21.0,10.8,74.0,3.0
46.0,14.4,67.0,4.0
3.0,10.8,94.0,3.0
1.0,46.800000000000004,90.0,13.0
21.0,14.4,75.0,4.0
46.0,14.4,68.0,4.0
29.0,3.6,85.0,1.0
3.0,10.8,94.0,3.0
1.0,39.6,92.0,11.0
21.0,10.8,74.0,3.0
46.0,10.8,69.0,3.0
29.0,10.8,82.0,3.0
3.0,14.4,95.0,4.0
1.0,43.2,90.0,12.0
21.0,14.4,74.0,4.0
46.0,10.8,69.0,3.0
3.0,21.6,97.0,6.0
21.0,14.4,74.0,4.0
46.0,25.2,71.0,7.0
3.0,21.6,97.0,6.0
21.0,18.0,74.0,5.0
46.0,32.4,72.0,9.0
1.0,39.6,91.0,11.0
3.0,21.6,98.0,6.0
21.0,14.4,74.0,4.0
46.0,36.0,73.0,10.0
1.0,39.6,92.0,11.0
3.0,14.4,100.0,4.0
21.0,14.4,75.0,4.0
46.0,43.2,75.0,12.0
1.0,43.2,91.0,12.0
3.0,14.4,102.0,4.0
21.0,18.0,76.0,5.0
46.0,32.4,74.0,9.0
1.0,32.4,93.0,9.0
3.0,21.6,103.0,6.0
21.0,25.2,77.0,7.0
46.0,32.4,73.0,9.0
1.0,18.0,99.0,5.0
3.0,18.0,104.0,5.0
21.0,25.2,77.0,7.0
46.0,32.4,74.0,9.0
3.0,21.6,102.0,6.0
21.0,25.2,78.0,7.0
46.0,36.0,75.0,10.0
1.0,36.0,95.0,10.0
3.0,28.8,103.0,8.0
21.0,28.8,79.0,8.0
46.0,14.4,71.0,4.0
1.0,54.0,89.0,15.0
3.0,25.2,102.0,7.0
21.0,25.2,79.0,7.0
46.0,10.8,73.0,3.0
3.0,28.8,103.0,8.0
21.0,21.6,79.0,6.0
46.0,14.4,75.0,4.0
3.0,28.8,103.0,8.0
21.0,21.6,79.0,6.0
46.0,7.2,68.0,2.0
3.0,25.2,103.0,7.0
21.0,14.4,77.0,4.0
46.0,18.0,73.0,5.0
3.0,28.8,104.0,8.0
21.0,10.8,76.0,3.0
46.0,14.4,71.0,4.0
3.0,28.8,104.0,8.0
21.0,10.8,76.0,3.0
46.0,21.6,75.0,6.0
3.0,32.4,105.0,9.0
21.0,10.8,77.0,3.0
46.0,10.8,72.0,3.0
3.0,36.0,106.0,10.0
21.0,14.4,78.0,4.0
46.0,10.8,73.0,3.0
3.0,36.0,107.0,10.0
21.0,18.0,79.0,5.0
46.0,21.6,74.0,6.0
3.0,36.0,107.0,10.0
21.0,21.6,80.0,6.0
46.0,32.4,75.0,9.0
3.0,36.0,107.0,10.0
21.0,25.2,81.0,7.0
46.0,32.4,76.0,9.0
3.0,46.800000000000004,107.0,13.0
21.0,25.2,82.0,7.0
46.0,32.4,77.0,9.0
3.0,50.4,108.0,14.0
21.0,32.4,83.0,9.0
46.0,32.4,78.0,9.0
3.0,46.800000000000004,108.0,13.0
21.0,32.4,83.0,9.0
46.0,28.8,77.0,8.0
3.0,36.0,107.0,10.0
21.0,32.4,83.0,9.0
46.0,28.8,79.0,8.0
3.0,28.8,105.0,8.0
21.0,28.8,82.0,8.0
46.0,28.8,80.0,8.0
3.0,21.6,104.0,6.0
21.0,28.8,82.0,8.0
46.0,28.8,81.0,8.0
3.0,21.6,106.0,6.0
21.0,25.2,82.0,7.0
46.0,18.0,80.0,5.0
3.0,21.6,108.0,6.0
21.0,18.0,81.0,5.0
46.0,25.2,81.0,7.0
3.0,21.6,109.0,6.0
21.0,10.8,80.0,3.0
46.0,28.8,81.0,8.0
3.0,21.6,110.0,6.0
21.0,14.4,81.0,4.0
46.0,25.2,81.0,7.0
3.0,28.8,110.0,8.0
21.0,7.2,80.0,2.0
46.0,21.6,81.0,6.0
3.0,18.0,108.0,5.0
21.0,3.6,80.0,1.0
3.0,10.8,99.0,3.0
21.0,0.0,79.0,0.0
46.0,32.4,80.0,9.0
3.0,14.4,99.0,4.0
21.0,3.6,78.0,1.0
3.0,14.4,99.0,4.0
21.0,0.0,79.0,0.0
46.0,25.2,80.0,7.0
3.0,21.6,97.0,6.0
21.0,7.2,79.0,2.0
46.0,21.6,81.0,6.0
3.0,28.8,96.0,8.0
21.0,14.4,80.0,4.0
46.0,43.2,80.0,12.0
3.0,36.0,94.0,10.0
21.0,10.8,79.0,3.0
46.0,25.2,80.0,7.0
3.0,32.4,96.0,9.0
21.0,14.4,81.0,4.0
46.0,28.8,79.0,8.0
3.0,36.0,96.0,10.0
21.0,10.8,81.0,3.0
46.0,14.4,79.0,4.0
3.0,43.2,95.0,12.0
21.0,10.8,82.0,3.0
3.0,36.0,97.0,10.0
21.0,10.8,83.0,3.0
3.0,36.0,97.0,10.0
21.0,7.2,83.0,2.0
3.0,39.6,96.0,11.0
21.0,7.2,84.0,2.0
3.0,43.2,96.0,12.0
21.0,3.6,84.0,1.0
3.0,54.0,93.0,15.0
21.0,7.2,85.0,2.0
3.0,43.2,95.0,12.0
21.0,7.2,85.0,2.0
3.0,18.0,100.0,5.0
21.0,10.8,85.0,3.0
3.0,36.0,94.0,10.0
21.0,10.8,85.0,3.0
3.0,57.6,90.0,16.0
21.0,14.4,86.0,4.0
3.0,86.4,84.0,24.0
21.0,18.0,86.0,5.0
3.0,115.2,77.0,32.0
21.0,18.0,85.0,5.0
3.0,126.0,75.0,35.0
21.0,14.4,85.0,4.0
3.0,133.20000000000002,73.0,37.0
21.0,25.2,87.0,7.0
3.0,133.20000000000002,71.0,37.0
21.0,25.2,87.0,7.0
3.0,104.4,70.0,29.0
21.0,28.8,87.0,8.0
3.0,108.0,69.0,30.0
21.0,36.0,88.0,10.0
3.0,82.8,76.0,23.0
21.0,36.0,89.0,10.0
3.0,61.2,80.0,17.0
21.0,36.0,89.0,10.0
3.0,43.2,84.0,12.0
21.0,39.6,91.0,11.0
3.0,39.6,83.0,11.0
21.0,50.4,93.0,14.0
3.0,46.800000000000004,83.0,13.0
21.0,50.4,95.0,14.0
3.0,46.800000000000004,83.0,13.0
21.0,46.800000000000004,94.0,13.0
60.0,28.8,45.0,4.0
3.0,43.2,83.0,12.0
21.0,46.800000000000004,95.0,13.0
60.0,26.584615384615386,45.0,4.0
61.0,0.0,35.0,0.0
3.0,46.800000000000004,84.0,13.0
21.0,50.4,97.0,14.0
61.0,0.0,35.0,0.0
3.0,46.800000000000004,84.0,13.0
21.0,50.4,97.0,14.0
61.0,6.171428571428571,34.0,1.0
3.0,39.6,85.0,11.0
21.0,46.800000000000004,97.0,13.0
61.0,5.760000000000001,34.0,1.0
63.0,21.6,35.0,3.0
3.0,39.6,85.0,11.0
21.0,32.4,93.0,9.0
61.0,5.4,34.0,1.0
63.0,19.938461538461542,35.0,3.0
3.0,28.8,85.0,8.0
21.0,39.6,96.0,11.0
61.0,5.08235294117647,34.0,1.0
63.0,18.514285714285712,35.0,3.0
3.0,39.6,84.0,11.0
21.0,43.2,97.0,12.0
63.0,17.28,35.0,3.0
3.0,61.2,83.0,17.0
21.0,43.2,97.0,12.0
63.0,16.2,35.0,3.0
61.0,4.8,34.0,1.0
3.0,46.800000000000004,81.0,13.0
21.0,39.6,96.0,11.0
63.0,10.16470588235294,34.0,2.0
61.0,4.547368421052632,34.0,1.0
3.0,39.6,79.0,11.0
21.0,43.2,98.0,12.0
63.0,9.6,34.0,2.0
3.0,21.6,78.0,6.0
21.0,46.800000000000004,99.0,13.0
63.0,9.094736842105265,34.0,2.0
3.0,3.6,78.0,1.0
21.0,54.0,100.0,15.0
63.0,8.64,34.0,2.0
61.0,4.32,34.0,1.0
21.0,61.2,102.0,17.0
63.0,8.228571428571428,34.0,2.0
61.0,4.114285714285714,34.0,1.0
21.0,57.6,103.0,16.0
63.0,7.854545454545455,34.0,2.0
61.0,3.9272727272727277,34.0,1.0
21.0,61.2,104.0,17.0
63.0,7.51304347826087,34.0,2.0
61.0,3.756521739130435,34.0,1.0
21.0,61.2,104.0,17.0
63.0,7.2,34.0,2.0
21.0,57.6,104.0,16.0
63.0,3.6,34.0,1.0
21.0,54.0,104.0,15.0
63.0,0.0,34.0,0.0
21.0,50.4,103.0,14.0
63.0,3.6,34.0,1.0
21.0,39.6,102.0,11.0
63.0,0.0,35.0,0.0
21.0,32.4,102.0,9.0
63.0,7.2,34.0,2.0
21.0,25.2,102.0,7.0
63.0,7.2,34.0,2.0
21.0,14.4,98.0,4.0
63.0,10.8,33.0,3.0
21.0,28.8,103.0,8.0
63.0,10.8,33.0,3.0
21.0,0.0,97.0,0.0
63.0,7.2,34.0,2.0
21.0,3.6,96.0,1.0
63.0,7.2,33.0,2.0
21.0,10.8,94.0,3.0
21.0,3.6,92.0,1.0
21.0,7.2,94.0,2.0
21.0,3.6,96.0,1.0
21.0,0.0,97.0,0.0
69.0,7.2,31.0,1.0
21.0,14.4,100.0,4.0
21.0,7.2,96.0,2.0
21.0,21.6,93.0,6.0
21.0,7.2,98.0,2.0
21.0,7.2,100.0,2.0
21.0,0.0,103.0,0.0
21.0,7.2,106.0,2.0
21.0,7.2,106.0,2.0
21.0,10.8,107.0,3.0
21.0,14.4,108.0,4.0
21.0,18.0,108.0,5.0
21.0,18.0,107.0,5.0
77.0,108.0,75.0,15.0
21.0,21.6,108.0,6.0
77.0,106.33846153846154,76.0,16.0
21.0,25.2,109.0,7.0
77.0,111.08571428571427,78.0,18.0
78.0,0.0,41.0,0.0
21.0,43.2,110.0,12.0
77.0,109.44,79.0,19.0
78.0,0.0,41.0,0.0
21.0,21.6,109.0,6.0
77.0,108.0,80.0,20.0
78.0,0.0,41.0,0.0
21.0,43.2,109.0,12.0
77.0,101.6470588235294,80.0,20.0
78.0,0.0,41.0,0.0
21.0,32.4,105.0,9.0
77.0,96.0,80.0,20.0
78.0,0.0,41.0,0.0
21.0,39.6,105.0,11.0
77.0,90.94736842105263,80.0,20.0
78.0,0.0,41.0,0.0
21.0,46.800000000000004,105.0,13.0
77.0,86.4,80.0,20.0
78.0,0.0,41.0,0.0
21.0,39.6,105.0,11.0
77.0,82.28571428571429,80.0,20.0
78.0,0.0,41.0,0.0
21.0,39.6,107.0,11.0
77.0,78.54545454545456,80.0,20.0
78.0,0.0,41.0,0.0
21.0,36.0,107.0,10.0
77.0,78.88695652173912,81.0,21.0
78.0,0.0,41.0,0.0
21.0,21.6,106.0,6.0
77.0,75.60000000000001,81.0,21.0
78.0,0.0,41.0,0.0
21.0,32.4,105.0,9.0
77.0,68.4,82.0,19.0
78.0,0.0,41.0,0.0
21.0,14.4,89.0,4.0
77.0,68.4,82.0,19.0
78.0,0.0,41.0,0.0
21.0,7.2,100.0,2.0
77.0,57.6,83.0,16.0
78.0,0.0,41.0,0.0
80.0,0.0,37.0,0.0
21.0,36.0,90.0,10.0
77.0,54.0,83.0,15.0
78.0,3.6,41.0,1.0
80.0,0.0,37.0,0.0
21.0,75.60000000000001,82.0,21.0
77.0,50.4,82.0,14.0
78.0,3.6,41.0,1.0
80.0,0.0,37.0,0.0
21.0,108.0,76.0,30.0
77.0,43.2,81.0,12.0
78.0,3.6,41.0,1.0
80.0,0.0,37.0,0.0
21.0,140.4,67.0,39.0
77.0,39.6,81.0,11.0
78.0,3.6,41.0,1.0
80.0,0.0,37.0,0.0
21.0,151.20000000000002,65.0,42.0
77.0,36.0,81.0,10.0
80.0,0.0,37.0,0.0
21.0,154.8,65.0,43.0
77.0,25.2,80.0,7.0
80.0,0.0,37.0,0.0
78.0,3.6,41.0,1.0
77.0,18.0,79.0,5.0
80.0,0.0,37.0,0.0
82.0,7.2,35.0,1.0
77.0,18.0,80.0,5.0
80.0,0.0,37.0,0.0
82.0,0.0,34.0,0.0
77.0,18.0,81.0,5.0
80.0,0.0,37.0,0.0
82.0,0.0,34.0,0.0
77.0,14.4,82.0,4.0
80.0,0.0,37.0,0.0
82.0,0.0,34.0,0.0
77.0,7.2,81.0,2.0
80.0,0.0,37.0,0.0
82.0,0.0,34.0,0.0
77.0,3.6,81.0,1.0
80.0,3.6,36.0,1.0
82.0,0.0,34.0,0.0
77.0,0.0,80.0,0.0
80.0,3.6,36.0,1.0
82.0,0.0,34.0,0.0
77.0,3.6,79.0,1.0
82.0,0.0,34.0,0.0
77.0,14.4,76.0,4.0
82.0,0.0,34.0,0.0
77.0,18.0,75.0,5.0
82.0,4.114285714285714,33.0,1.0
77.0,10.8,77.0,3.0
82.0,3.9272727272727277,33.0,1.0
80.0,3.6,36.0,1.0
77.0,21.6,74.0,6.0
82.0,3.756521739130435,33.0,1.0
77.0,10.8,78.0,3.0
77.0,7.2,79.0,2.0
77.0,3.6,81.0,1.0
77.0,0.0,82.0,0.0
77.0,0.0,83.0,0.0
77.0,3.6,82.0,1.0
77.0,0.0,82.0,0.0
77.0,18.0,86.0,5.0
77.0,32.4,90.0,9.0
77.0,39.6,92.0,11.0
77.0,43.2,92.0,12.0
78.0,18.0,37.0,5.0
77.0,46.800000000000004,92.0,13.0
78.0,7.2,39.0,2.0
77.0,39.6,91.0,11.0
78.0,7.2,39.0,2.0
77.0,36.0,91.0,10.0
78.0,7.2,39.0,2.0
77.0,32.4,91.0,9.0
78.0,7.2,39.0,2.0
77.0,39.6,92.0,11.0
78.0,7.2,39.0,2.0
77.0,36.0,91.0,10.0
78.0,7.2,39.0,2.0
77.0,32.4,89.0,9.0
87.0,7.2,40.0,1.0
78.0,7.2,39.0,2.0
77.0,50.4,93.0,14.0
87.0,13.292307692307693,39.0,2.0
78.0,7.2,39.0,2.0
77.0,64.8,94.0,18.0
87.0,12.342857142857142,39.0,2.0
78.0,7.2,39.0,2.0
77.0,72.0,95.0,20.0
87.0,11.520000000000001,39.0,2.0
78.0,7.2,39.0,2.0
77.0,50.4,91.0,14.0
87.0,10.8,39.0,2.0
78.0,7.2,39.0,2.0
87.0,10.16470588235294,39.0,2.0
78.0,7.2,39.0,2.0
78.0,7.2,39.0,2.0
78.0,7.2,39.0,2.0
77.0,75.60000000000001,95.0,21.0
78.0,7.2,39.0,2.0
88.0,7.2,35.0,1.0
78.0,7.2,39.0,2.0
88.0,6.6461538461538465,35.0,1.0
77.0,72.0,98.0,20.0
78.0,7.2,39.0,2.0
88.0,6.171428571428571,35.0,1.0
77.0,75.60000000000001,100.0,21.0
78.0,7.2,39.0,2.0
88.0,5.760000000000001,35.0,1.0
77.0,79.2,103.0,22.0
78.0,7.2,39.0,2.0
88.0,5.4,35.0,1.0
77.0,57.6,98.0,16.0
78.0,7.2,39.0,2.0
88.0,5.08235294117647,35.0,1.0
77.0,72.0,103.0,20.0
78.0,7.2,39.0,2.0
88.0,4.8,35.0,1.0
77.0,50.4,96.0,14.0
78.0,7.2,39.0,2.0
88.0,4.547368421052632,35.0,1.0
77.0,72.0,102.0,20.0
78.0,7.2,39.0,2.0
88.0,4.32,35.0,1.0
77.0,64.8,104.0,18.0
78.0,3.6,38.0,1.0
88.0,8.228571428571428,34.0,2.0
77.0,54.0,105.0,15.0
78.0,3.6,38.0,1.0
88.0,7.854545454545455,34.0,2.0
77.0,46.800000000000004,105.0,13.0
78.0,3.6,38.0,1.0
88.0,7.51304347826087,34.0,2.0
77.0,36.0,102.0,10.0
78.0,3.6,38.0,1.0
88.0,7.2,34.0,2.0
77.0,43.2,104.0,12.0
78.0,3.6,38.0,1.0
88.0,3.6,34.0,1.0
77.0,50.4,105.0,14.0
78.0,7.2,37.0,2.0
88.0,3.6,33.0,1.0
88.0,3.6,33.0,1.0
88.0,3.6,33.0,1.0
77.0,36.0,101.0,10.0
88.0,3.6,33.0,1.0
77.0,21.6,97.0,6.0
88.0,7.2,32.0,2.0
97.0,14.4,30.0,2.0
77.0,25.2,99.0,7.0
88.0,0.0,34.0,0.0
97.0,13.292307692307693,30.0,2.0
77.0,28.8,99.0,8.0
88.0,3.6,36.0,1.0
97.0,12.342857142857142,30.0,2.0
77.0,50.4,103.0,14.0
88.0,10.8,38.0,3.0
97.0,11.520000000000001,30.0,2.0
77.0,39.6,104.0,11.0
88.0,14.4,39.0,4.0
97.0,10.8,30.0,2.0
77.0,21.6,100.0,6.0
98.0,14.4,32.0,2.0
88.0,14.4,39.0,4.0
97.0,10.16470588235294,30.0,2.0
77.0,43.2,83.0,12.0
88.0,18.0,40.0,5.0
97.0,9.6,30.0,2.0
