Id,Speed (km/h),Position,Distance
88.0,18.0,40.0,5.0
77.0,14.4,95.0,4.0
88.0,18.0,40.0,5.0
77.0,3.6,96.0,1.0
77.0,3.6,97.0,1.0
77.0,10.8,97.0,3.0
77.0,36.0,93.0,10.0
77.0,50.4,84.0,14.0
77.0,64.8,85.0,18.0
77.0,46.800000000000004,83.0,13.0
102.0,93.60000000000001,86.0,13.0
77.0,75.60000000000001,81.0,21.0
102.0,86.4,86.0,13.0
77.0,129.6,68.0,36.0
102.0,74.05714285714285,85.0,12.0
103.0,21.6,38.0,3.0
77.0,151.20000000000002,63.0,42.0
102.0,69.12,85.0,12.0
103.0,19.938461538461542,38.0,3.0
77.0,151.20000000000002,63.0,42.0
102.0,64.8,85.0,12.0
103.0,18.514285714285712,38.0,3.0
77.0,140.4,63.0,39.0
102.0,60.98823529411765,85.0,12.0
103.0,17.28,38.0,3.0
77.0,133.20000000000002,67.0,37.0
102.0,52.8,84.0,11.0
103.0,16.2,38.0,3.0
77.0,133.20000000000002,68.0,37.0
102.0,54.568421052631585,85.0,12.0
103.0,15.247058823529413,38.0,3.0
77.0,108.0,71.0,30.0
102.0,51.839999999999996,85.0,12.0
103.0,14.4,38.0,3.0
77.0,86.4,73.0,24.0
102.0,53.48571428571429,86.0,13.0
103.0,13.642105263157896,38.0,3.0
77.0,104.4,70.0,29.0
102.0,54.981818181818184,87.0,14.0
103.0,12.959999999999999,38.0,3.0
77.0,111.60000000000001,68.0,31.0
104.0,0.0,35.0,0.0
102.0,52.59130434782608,87.0,14.0
103.0,12.342857142857142,38.0,3.0
77.0,129.6,67.0,36.0
104.0,6.6461538461538465,36.0,1.0
102.0,50.4,87.0,14.0
103.0,11.781818181818183,38.0,3.0
77.0,133.20000000000002,67.0,37.0
104.0,6.171428571428571,36.0,1.0
107.0,7.2,36.0,1.0
102.0,25.2,80.0,7.0
103.0,15.02608695652174,39.0,4.0
104.0,5.760000000000001,36.0,1.0
107.0,6.6461538461538465,36.0,1.0
102.0,14.4,78.0,4.0
103.0,14.4,39.0,4.0
104.0,5.4,36.0,1.0
107.0,6.171428571428571,36.0,1.0
102.0,21.6,81.0,6.0
103.0,7.2,39.0,2.0
104.0,5.08235294117647,36.0,1.0
107.0,5.760000000000001,36.0,1.0
102.0,18.0,81.0,5.0
103.0,7.2,39.0,2.0
104.0,4.8,36.0,1.0
107.0,5.4,36.0,1.0
109.0,36.0,44.0,5.0
102.0,10.8,80.0,3.0
103.0,0.0,38.0,0.0
104.0,4.547368421052632,36.0,1.0
107.0,5.08235294117647,36.0,1.0
109.0,33.23076923076923,44.0,5.0
102.0,7.2,80.0,2.0
103.0,0.0,38.0,0.0
104.0,4.32,36.0,1.0
107.0,4.8,36.0,1.0
109.0,24.685714285714283,43.0,4.0
102.0,0.0,79.0,0.0
103.0,0.0,38.0,0.0
104.0,4.114285714285714,34.0,1.0
107.0,0.0,35.0,0.0
109.0,23.040000000000003,43.0,4.0
102.0,3.6,81.0,1.0
103.0,0.0,38.0,0.0
104.0,3.9272727272727277,34.0,1.0
107.0,0.0,35.0,0.0
109.0,21.6,43.0,4.0
102.0,0.0,84.0,0.0
103.0,0.0,38.0,0.0
104.0,3.756521739130435,34.0,1.0
107.0,0.0,35.0,0.0
109.0,20.32941176470588,43.0,4.0
102.0,3.6,86.0,1.0
103.0,0.0,38.0,0.0
104.0,3.6,34.0,1.0
107.0,0.0,35.0,0.0
109.0,19.2,43.0,4.0
102.0,0.0,86.0,0.0
103.0,0.0,38.0,0.0
104.0,3.6,34.0,1.0
107.0,0.0,35.0,0.0
109.0,18.18947368421053,43.0,4.0
110.0,0.0,53.0,0.0
102.0,7.2,88.0,2.0
103.0,0.0,38.0,0.0
104.0,3.6,34.0,1.0
107.0,0.0,35.0,0.0
109.0,17.28,43.0,4.0
110.0,0.0,53.0,0.0
102.0,10.8,88.0,3.0
103.0,0.0,38.0,0.0
104.0,7.2,34.0,2.0
107.0,0.0,35.0,0.0
109.0,16.457142857142856,43.0,4.0
110.0,0.0,53.0,0.0
102.0,10.8,88.0,3.0
104.0,7.2,34.0,2.0
109.0,15.70909090909091,43.0,4.0
110.0,0.0,53.0,0.0
102.0,14.4,89.0,4.0
104.0,7.2,34.0,2.0
109.0,15.02608695652174,43.0,4.0
110.0,0.0,53.0,0.0
102.0,18.0,90.0,5.0
109.0,10.8,42.0,3.0
110.0,5.08235294117647,52.0,1.0
102.0,25.2,91.0,7.0
109.0,7.2,42.0,2.0
110.0,4.8,52.0,1.0
102.0,28.8,93.0,8.0
109.0,0.0,42.0,0.0
110.0,4.547368421052632,52.0,1.0
102.0,36.0,95.0,10.0
109.0,3.6,42.0,1.0
110.0,4.32,52.0,1.0
102.0,32.4,95.0,9.0
109.0,3.6,42.0,1.0
110.0,4.114285714285714,52.0,1.0
102.0,14.4,91.0,4.0
109.0,7.2,42.0,2.0
110.0,3.9272727272727277,52.0,1.0
102.0,10.8,90.0,3.0
109.0,7.2,42.0,2.0
110.0,3.756521739130435,52.0,1.0
102.0,10.8,90.0,3.0
109.0,7.2,42.0,2.0
110.0,3.6,52.0,1.0
109.0,7.2,42.0,2.0
110.0,0.0,53.0,0.0
109.0,7.2,42.0,2.0
110.0,3.6,53.0,1.0
102.0,46.800000000000004,93.0,13.0
110.0,3.6,53.0,1.0
102.0,64.8,96.0,18.0
110.0,3.6,53.0,1.0
102.0,61.2,98.0,17.0
102.0,68.4,100.0,19.0
103.0,32.4,29.0,9.0
102.0,75.60000000000001,101.0,21.0
103.0,32.4,29.0,9.0
103.0,28.8,30.0,8.0
110.0,3.6,53.0,1.0
110.0,3.6,53.0,1.0
104.0,14.4,32.0,4.0
102.0,82.8,103.0,23.0
103.0,18.0,33.0,5.0
110.0,3.6,53.0,1.0
102.0,90.0,104.0,25.0
103.0,18.0,33.0,5.0
102.0,86.4,105.0,24.0
103.0,14.4,34.0,4.0
104.0,14.4,32.0,4.0
102.0,64.8,102.0,18.0
103.0,10.8,35.0,3.0
104.0,14.4,32.0,4.0
102.0,54.0,101.0,15.0
103.0,7.2,36.0,2.0
104.0,14.4,32.0,4.0
102.0,61.2,103.0,17.0
103.0,3.6,37.0,1.0
104.0,10.8,32.0,3.0
109.0,36.0,34.0,10.0
102.0,57.6,104.0,16.0
103.0,0.0,38.0,0.0
104.0,10.8,32.0,3.0
109.0,36.0,34.0,10.0
102.0,61.2,105.0,17.0
103.0,3.6,38.0,1.0
104.0,14.4,32.0,4.0
109.0,39.6,33.0,11.0
102.0,57.6,104.0,16.0
103.0,3.6,38.0,1.0
104.0,14.4,32.0,4.0
109.0,39.6,32.0,11.0
102.0,54.0,104.0,15.0
103.0,3.6,38.0,1.0
104.0,14.4,32.0,4.0
109.0,39.6,32.0,11.0
102.0,50.4,104.0,14.0
103.0,3.6,38.0,1.0
104.0,14.4,32.0,4.0
109.0,43.2,31.0,12.0
102.0,32.4,100.0,9.0
114.0,388.8,90.0,54.0
109.0,43.2,31.0,12.0
102.0,39.6,104.0,11.0
114.0,345.6,88.0,52.0
109.0,43.2,31.0,12.0
102.0,36.0,105.0,10.0
114.0,333.25714285714287,90.0,54.0
109.0,43.2,31.0,12.0
104.0,14.4,32.0,4.0
102.0,36.0,105.0,10.0
114.0,316.8,91.0,55.0
109.0,36.0,33.0,10.0
102.0,46.800000000000004,104.0,13.0
114.0,302.40000000000003,92.0,56.0
109.0,28.8,35.0,8.0
102.0,39.6,101.0,11.0
114.0,284.6117647058823,92.0,56.0
109.0,25.2,36.0,7.0
102.0,43.2,102.0,12.0
114.0,249.6,88.0,52.0
109.0,21.6,37.0,6.0
102.0,46.800000000000004,106.0,13.0
114.0,254.6526315789474,92.0,56.0
109.0,10.8,39.0,3.0
102.0,43.2,108.0,12.0
114.0,246.23999999999998,93.0,57.0
109.0,10.8,39.0,3.0
114.0,242.74285714285716,95.0,59.0
109.0,7.2,40.0,2.0
114.0,235.63636363636363,96.0,60.0
109.0,7.2,40.0,2.0
102.0,28.8,106.0,8.0
114.0,221.63478260869564,95.0,59.0
109.0,7.2,40.0,2.0
102.0,14.4,104.0,4.0
114.0,216.0,96.0,60.0
114.0,154.8,96.0,43.0
102.0,14.4,97.0,4.0
114.0,133.20000000000002,96.0,37.0
114.0,90.0,97.0,25.0
102.0,10.8,100.0,3.0
114.0,61.2,97.0,17.0
102.0,14.4,100.0,4.0
114.0,50.4,98.0,14.0
102.0,25.2,98.0,7.0
114.0,43.2,98.0,12.0
102.0,32.4,93.0,9.0
102.0,43.2,89.0,12.0
102.0,57.6,87.0,16.0
114.0,43.2,98.0,12.0
102.0,68.4,85.0,19.0
114.0,50.4,101.0,14.0
109.0,25.2,35.0,7.0
114.0,64.8,105.0,18.0
109.0,28.8,34.0,8.0
114.0,64.8,104.0,18.0
109.0,32.4,33.0,9.0
114.0,50.4,104.0,14.0
102.0,111.60000000000001,74.0,31.0
109.0,36.0,32.0,10.0
114.0,61.2,105.0,17.0
102.0,108.0,74.0,30.0
114.0,64.8,108.0,18.0
114.0,57.6,107.0,16.0
114.0,57.6,108.0,16.0
114.0,57.6,108.0,16.0
114.0,75.60000000000001,109.0,21.0
114.0,61.2,109.0,17.0
114.0,39.6,104.0,11.0
114.0,28.8,103.0,8.0
114.0,28.8,104.0,8.0
114.0,36.0,105.0,10.0
114.0,43.2,108.0,12.0
114.0,43.2,108.0,12.0
114.0,43.2,108.0,12.0
114.0,28.8,105.0,8.0
114.0,32.4,106.0,9.0
114.0,36.0,108.0,10.0
114.0,21.6,104.0,6.0
114.0,25.2,105.0,7.0
114.0,14.4,105.0,4.0
114.0,0.0,105.0,0.0
114.0,0.0,104.0,0.0
135.0,43.2,58.0,6.0
114.0,3.6,105.0,1.0
135.0,53.16923076923077,60.0,8.0
114.0,7.2,103.0,2.0
135.0,80.22857142857143,65.0,13.0
114.0,21.6,102.0,6.0
135.0,63.36000000000001,63.0,11.0
114.0,18.0,102.0,5.0
135.0,81.0,67.0,15.0
135.0,86.4,69.0,17.0
114.0,25.2,101.0,7.0
135.0,86.4,70.0,18.0
114.0,21.6,102.0,6.0
135.0,81.85263157894737,70.0,18.0
135.0,86.4,72.0,20.0
135.0,86.4,73.0,21.0
114.0,28.8,101.0,8.0
135.0,86.4,74.0,22.0
135.0,86.4,75.0,23.0
114.0,36.0,99.0,10.0
135.0,82.8,75.0,23.0
114.0,18.0,99.0,5.0
135.0,64.8,71.0,18.0
114.0,3.6,102.0,1.0
135.0,64.8,74.0,18.0
114.0,10.8,101.0,3.0
135.0,57.6,73.0,16.0
114.0,0.0,105.0,0.0
135.0,64.8,75.0,18.0
135.0,68.4,76.0,19.0
135.0,57.6,76.0,16.0
135.0,54.0,75.0,15.0
135.0,54.0,75.0,15.0
135.0,68.4,78.0,19.0
135.0,61.2,77.0,17.0
135.0,75.60000000000001,79.0,21.0
135.0,72.0,80.0,20.0
135.0,57.6,81.0,16.0
135.0,68.4,82.0,19.0
135.0,54.0,82.0,15.0
135.0,50.4,83.0,14.0
135.0,43.2,82.0,12.0
135.0,36.0,80.0,10.0
135.0,25.2,79.0,7.0
135.0,28.8,81.0,8.0
135.0,32.4,83.0,9.0
135.0,36.0,85.0,10.0
135.0,36.0,85.0,10.0
135.0,50.4,85.0,14.0
135.0,46.800000000000004,87.0,13.0
135.0,54.0,88.0,15.0
135.0,50.4,89.0,14.0
135.0,46.800000000000004,89.0,13.0
135.0,50.4,90.0,14.0
135.0,54.0,90.0,15.0
135.0,57.6,91.0,16.0
149.0,93.60000000000001,89.0,13.0
135.0,46.800000000000004,91.0,13.0
149.0,93.04615384615386,90.0,14.0
135.0,50.4,91.0,14.0
135.0,43.2,91.0,12.0
149.0,86.4,90.0,14.0
135.0,36.0,90.0,10.0
149.0,28.8,81.0,5.0
135.0,10.8,84.0,3.0
149.0,5.4,77.0,1.0
135.0,3.6,81.0,1.0
149.0,60.98823529411765,88.0,12.0
149.0,86.4,94.0,18.0
149.0,90.94736842105263,96.0,20.0
149.0,43.2,86.0,10.0
149.0,16.457142857142856,80.0,4.0
149.0,23.563636363636366,82.0,6.0
149.0,26.29565217391304,83.0,7.0
162.0,72.0,78.0,10.0
149.0,28.8,84.0,8.0
162.0,73.10769230769232,79.0,11.0
149.0,68.4,96.0,19.0
162.0,67.88571428571429,79.0,11.0
149.0,79.2,100.0,22.0
162.0,63.36000000000001,79.0,11.0
149.0,86.4,102.0,24.0
162.0,59.4,79.0,11.0
149.0,86.4,103.0,24.0
162.0,60.98823529411765,80.0,12.0
149.0,79.2,103.0,22.0
162.0,62.4,81.0,13.0
149.0,90.0,104.0,25.0
162.0,59.11578947368422,81.0,13.0
149.0,82.8,104.0,23.0
149.0,68.4,103.0,19.0
149.0,68.4,103.0,19.0
149.0,72.0,103.0,20.0
149.0,14.4,93.0,4.0
160.0,14.4,36.0,2.0
162.0,69.12,84.0,16.0
149.0,39.6,101.0,11.0
160.0,13.292307692307693,36.0,2.0
149.0,46.800000000000004,103.0,13.0
160.0,12.342857142857142,36.0,2.0
149.0,50.4,95.0,14.0
160.0,11.520000000000001,36.0,2.0
149.0,82.8,100.0,23.0
160.0,10.8,36.0,2.0
162.0,57.6,82.0,14.0
149.0,36.0,98.0,10.0
160.0,10.16470588235294,36.0,2.0
160.0,9.6,36.0,2.0
160.0,9.094736842105265,36.0,2.0
162.0,39.27272727272728,78.0,10.0
149.0,21.6,100.0,6.0
160.0,8.64,36.0,2.0
160.0,8.228571428571428,36.0,2.0
160.0,7.854545454545455,36.0,2.0
160.0,7.51304347826087,36.0,2.0
160.0,7.2,36.0,2.0
160.0,7.2,36.0,2.0
162.0,30.05217391304348,76.0,8.0
160.0,7.2,36.0,2.0
160.0,10.8,35.0,3.0
160.0,10.8,35.0,3.0
170.0,36.0,33.0,5.0
162.0,36.0,78.0,10.0
160.0,10.8,35.0,3.0
170.0,33.23076923076923,33.0,5.0
160.0,10.8,35.0,3.0
170.0,30.857142857142858,33.0,5.0
162.0,36.0,79.0,10.0
160.0,25.2,35.0,7.0
170.0,23.040000000000003,32.0,4.0
160.0,7.2,34.0,2.0
170.0,21.6,32.0,4.0
162.0,10.8,69.0,3.0
160.0,3.6,34.0,1.0
170.0,20.32941176470588,32.0,4.0
170.0,19.2,32.0,4.0
162.0,54.0,89.0,15.0
170.0,18.18947368421053,32.0,4.0
162.0,64.8,93.0,18.0
170.0,17.28,32.0,4.0
162.0,64.8,94.0,18.0
170.0,16.457142857142856,32.0,4.0
162.0,68.4,95.0,19.0
170.0,15.70909090909091,32.0,4.0
162.0,68.4,96.0,19.0
170.0,15.02608695652174,32.0,4.0
162.0,72.0,96.0,20.0
170.0,14.4,32.0,4.0
162.0,72.0,96.0,20.0
170.0,7.2,32.0,2.0
162.0,72.0,97.0,20.0
170.0,0.0,32.0,0.0
162.0,68.4,97.0,19.0
170.0,3.6,32.0,1.0
162.0,64.8,97.0,18.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
162.0,68.4,98.0,19.0
170.0,7.2,32.0,2.0
171.0,0.0,47.0,0.0
162.0,68.4,98.0,19.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
162.0,68.4,98.0,19.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
162.0,68.4,99.0,19.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
162.0,64.8,99.0,18.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
176.0,64.8,42.0,9.0
162.0,64.8,99.0,18.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
176.0,59.81538461538462,42.0,9.0
162.0,54.0,99.0,15.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
176.0,55.54285714285714,42.0,9.0
162.0,61.2,99.0,17.0
170.0,3.6,32.0,1.0
171.0,0.0,47.0,0.0
176.0,51.84,42.0,9.0
170.0,0.0,32.0,0.0
171.0,0.0,47.0,0.0
176.0,43.2,41.0,8.0
162.0,54.0,93.0,15.0
171.0,0.0,47.0,0.0
176.0,40.65882352941176,41.0,8.0
162.0,61.2,93.0,17.0
171.0,0.0,47.0,0.0
176.0,38.4,41.0,8.0
171.0,0.0,47.0,0.0
176.0,36.37894736842106,41.0,8.0
162.0,68.4,97.0,19.0
171.0,0.0,47.0,0.0
176.0,34.56,41.0,8.0
171.0,3.6,46.0,1.0
176.0,32.91428571428571,41.0,8.0
171.0,3.6,46.0,1.0
176.0,31.41818181818182,41.0,8.0
171.0,3.6,46.0,1.0
176.0,30.05217391304348,41.0,8.0
171.0,3.6,46.0,1.0
176.0,28.8,41.0,8.0
171.0,0.0,47.0,0.0
176.0,25.2,41.0,7.0
171.0,0.0,47.0,0.0
176.0,21.6,41.0,6.0
171.0,0.0,47.0,0.0
176.0,18.0,41.0,5.0
171.0,0.0,47.0,0.0
176.0,18.0,41.0,5.0
171.0,0.0,47.0,0.0
176.0,14.4,41.0,4.0
176.0,10.8,41.0,3.0
176.0,3.6,41.0,1.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
171.0,0.0,47.0,0.0
176.0,3.6,41.0,1.0
171.0,0.0,47.0,0.0
176.0,3.6,41.0,1.0
171.0,0.0,47.0,0.0
176.0,3.6,41.0,1.0
188.0,36.0,51.0,5.0
171.0,0.0,47.0,0.0
176.0,3.6,41.0,1.0
188.0,46.52307692307693,53.0,7.0
171.0,0.0,47.0,0.0
176.0,3.6,41.0,1.0
188.0,43.2,53.0,7.0
171.0,0.0,47.0,0.0
176.0,3.6,41.0,1.0
188.0,40.32,53.0,7.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
188.0,37.800000000000004,53.0,7.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
188.0,35.57647058823529,53.0,7.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
188.0,33.6,53.0,7.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
188.0,31.831578947368424,53.0,7.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
188.0,30.240000000000002,53.0,7.0
176.0,0.0,41.0,0.0
188.0,28.8,53.0,7.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
188.0,27.490909090909092,53.0,7.0
171.0,0.0,47.0,0.0
176.0,0.0,41.0,0.0
188.0,26.29565217391304,53.0,7.0
176.0,0.0,41.0,0.0
188.0,25.2,53.0,7.0
171.0,3.6,47.0,1.0
176.0,0.0,41.0,0.0
188.0,25.2,53.0,7.0
171.0,3.6,47.0,1.0
176.0,0.0,41.0,0.0
188.0,28.8,54.0,8.0
171.0,3.6,47.0,1.0
176.0,0.0,41.0,0.0
188.0,32.4,54.0,9.0
171.0,3.6,47.0,1.0
176.0,0.0,41.0,0.0
188.0,32.4,54.0,9.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,36.0,54.0,10.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,39.6,54.0,11.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,39.6,54.0,11.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,36.0,54.0,10.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,25.2,54.0,7.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,18.0,54.0,5.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,7.2,53.0,2.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
171.0,0.0,47.0,0.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
171.0,3.6,48.0,1.0
176.0,0.0,41.0,0.0
188.0,0.0,53.0,0.0
171.0,3.6,48.0,1.0
176.0,0.0,41.0,0.0
188.0,0.0,53.0,0.0
171.0,3.6,48.0,1.0
176.0,0.0,41.0,0.0
188.0,0.0,53.0,0.0
171.0,3.6,48.0,1.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
171.0,3.6,48.0,1.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
171.0,3.6,48.0,1.0
176.0,3.6,40.0,1.0
171.0,3.6,48.0,1.0
176.0,3.6,40.0,1.0
171.0,3.6,48.0,1.0
188.0,0.0,53.0,0.0
176.0,3.6,40.0,1.0
171.0,3.6,48.0,1.0
188.0,3.6,52.0,1.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
176.0,3.6,40.0,1.0
188.0,0.0,53.0,0.0
176.0,3.6,40.0,1.0
188.0,3.6,53.0,1.0
171.0,3.6,48.0,1.0
176.0,3.6,40.0,1.0
188.0,0.0,54.0,0.0
176.0,3.6,41.0,1.0
188.0,0.0,54.0,0.0
176.0,3.6,41.0,1.0
188.0,0.0,54.0,0.0
171.0,3.6,48.0,1.0
176.0,0.0,40.0,0.0
188.0,0.0,54.0,0.0
171.0,7.2,49.0,2.0
176.0,0.0,40.0,0.0
188.0,0.0,54.0,0.0
176.0,0.0,40.0,0.0
188.0,0.0,54.0,0.0
176.0,0.0,40.0,0.0
188.0,0.0,54.0,0.0
171.0,7.2,49.0,2.0
176.0,0.0,40.0,0.0
188.0,0.0,54.0,0.0
171.0,7.2,49.0,2.0
176.0,0.0,40.0,0.0
188.0,0.0,53.0,0.0
171.0,7.2,49.0,2.0
176.0,0.0,40.0,0.0
188.0,0.0,53.0,0.0
